title,venue,published_at,first_seen_at,source_updated_at,group,category,subcategories,paper_url,arxiv_id,doi,source_repos,metadata_sources
A Dual-Fusion Cognitive Diagnosis Framework for Open Student Learning Environments,KDD,2025,2026-09-01,2026-08-11,Cross-disciplinary Applications,Education,AI/LLM for Education,https://doi.org/10.1145/3711896.3736820,,10.1145/3711896.3736820,GeminiLight/awesome-ai-llm4education,source README
NVILA: Efficient Frontier Visual Language Models,CVPR 2025,2025,2026-08-31,2026-08-07,Core Technology,Vision-Language,Multimodal Modeling | CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_NVILA_Efficient_Frontier_Visual_Language_Models_CVPR_2025_paper.pdf,,,OpenEnvision/Awesome-Multimodal-Modeling | 52CV/CVPR-2025-Papers,source README
FastVLM: Efficient Vision Encoding for Vision Language Models,CVPR 2025,2025,2026-08-31,2026-08-07,Core Technology,Vision-Language,Multimodal Modeling | CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/papers/Vasu_FastVLM_Efficient_Vision_Encoding_for_Vision_Language_Models_CVPR_2025_paper.pdf,,,OpenEnvision/Awesome-Multimodal-Modeling | 52CV/CVPR-2025-Papers,source README
Accelerating Earth Science Discovery via Multi-Agent LLM Systems,Venue not specified,2025,2026-08-31,2026-08-04,Cross-disciplinary Applications,Environment & Earth Science,Weather & Climate,https://doi.org/10.3389/frai.2025.1674927,,10.3389/frai.2025.1674927,zhengkai15/Awesome-Weather-Forecast,source README
Video-3D LLM: Learning Position-Aware Video Representation for 3D Scene Understanding,CVPR,2025,2026-08-31,2026-07-27,Core Technology,Vision,CVPR 2025 Proceedings | Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/html/Zheng_Video-3D_LLM_Learning_Position-Aware_Video_Representation_for_3D_Scene_Understanding_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers | SIBench/Awesome-Visual-Spatial-Reasoning,source README
SpatialLLM: A Compound 3D-Informed Design towards Spatially-Intelligent Large Multimodal Models,CVPR,2025,2026-08-31,2026-07-27,Core Technology,Vision,CVPR 2025 Proceedings | Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/html/Ma_SpatialLLM_A_Compound_3D-Informed_Design_towards_Spatially-Intelligent_Large_Multimodal_Models_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers | SIBench/Awesome-Visual-Spatial-Reasoning,source README
SpatialCLIP: Learning 3D-aware Image Representations from Spatially Discriminative Language,CVPR,2025,2026-08-31,2026-07-27,Core Technology,Vision,CVPR 2025 Proceedings | Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/html/Wang_SpatialCLIP_Learning_3D-aware_Image_Representations_from_Spatially_Discriminative_Language_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers | SIBench/Awesome-Visual-Spatial-Reasoning,source README
Spatial457: A Diagnostic Benchmark for 6D Spatial Reasoning of Large Multimodal Models,CVPR,2025,2026-08-31,2026-07-27,Core Technology,3D & Spatial,Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_Spatial457_A_Diagnostic_Benchmark_for_6D_Spatial_Reasoning_of_Large_CVPR_2025_paper.pdf,,,SIBench/Awesome-Visual-Spatial-Reasoning,source README
ReasonGrounder: LVLM-Guided Hierarchical Feature Splatting for Open-Vocabulary 3D Visual Grounding and Reasoning,CVPR,2025,2026-08-31,2026-07-27,Core Technology,Vision,CVPR 2025 Proceedings | Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/html/Liu_ReasonGrounder_LVLM-Guided_Hierarchical_Feature_Splatting_for_Open-Vocabulary_3D_Visual_Grounding_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers | SIBench/Awesome-Visual-Spatial-Reasoning,source README
"Large Language Models: A Survey of Their Development, Capabilities, and Applications",Venue not specified,2025,2026-09-01,2026-07-27,Core Technology,Language,Post-training,https://link.springer.com/article/10.1007/s10115-024-02310-4,,,mbzuai-oryx/Awesome-LLM-Post-training,source README
CoSpace: Benchmarking Continuous Space Perception Ability for Vision-Language Models,CVPR,2025,2026-08-31,2026-07-27,Core Technology,Vision,CVPR 2025 Proceedings | Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/html/Zhu_CoSpace_Benchmarking_Continuous_Space_Perception_Ability_for_Vision-Language_Models_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers | SIBench/Awesome-Visual-Spatial-Reasoning,source README
3D-Mem: 3D Scene Memory for Embodied Exploration and Reasoning,CVPR,2025,2026-08-31,2026-07-27,Core Technology,Vision,CVPR 2025 Proceedings | Visual Spatial Reasoning,https://openaccess.thecvf.com/content/CVPR2025/html/Yang_3D-Mem_3D_Scene_Memory_for_Embodied_Exploration_and_Reasoning_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers | SIBench/Awesome-Visual-Spatial-Reasoning,source README
ACM MM Improving Identity Preservation in Video Generation with Multi-Branch Models,Venue not specified,2025,2026-08-31,2026-07-20,Core Technology,Video,Post-training & Alignment,https://dl.acm.org/doi/10.1145/3746027.3761990,,,people-robots/Awesome-Video-Generation-Post-Training,source README
ACM MM AICL: Action In-Context Learning for Video Diffusion Model,Venue not specified,2025,2026-08-31,2026-07-20,Core Technology,Video,Post-training & Alignment,https://dl.acm.org/doi/10.1145/3746027.3754864,,,people-robots/Awesome-Video-Generation-Post-Training,source README
AAAI PanoDiT: Panoramic Videos Generation with Diffusion Transformer,AAAI,2025,2026-08-31,2026-07-20,Core Technology,Video,Post-training & Alignment,https://ojs.aaai.org/index.php/AAAI/article/view/33089,,,people-robots/Awesome-Video-Generation-Post-Training,source README
AAAI Occlusion-Insensitive Talking Head Video Generation via Facelet Compensation,AAAI,2025,2026-08-31,2026-07-20,Core Technology,Video,Post-training & Alignment,https://ojs.aaai.org/index.php/AAAI/article/view/32277,,,people-robots/Awesome-Video-Generation-Post-Training,source README
AAAI Enhancing Identity-Deformation Disentanglement in StyleGAN for One-Shot Face Video Re-Enactment,AAAI,2025,2026-08-31,2026-07-20,Core Technology,Video,Post-training & Alignment,https://ojs.aaai.org/index.php/AAAI/article/view/32113,,,people-robots/Awesome-Video-Generation-Post-Training,source README
Future of AI-ML in Pathology and Medicine (2025),www,2025,2026-08-29,2026-07-04,Cross-disciplinary Applications,Medicine & Healthcare,General Medical AI,https://www.sciencedirect.com/science/article/pii/S0893395225000018,,,fabianofilho/awesome-medical-ai,source README
Explainable Artificial Intelligence for Medical Imaging Systems Using Deep Learning: A Comprehensive Review (2025),Venue not specified,2025,2026-08-29,2026-07-04,Cross-disciplinary Applications,Medicine & Healthcare,General Medical AI,https://link.springer.com/article/10.1007/s10586-025-05281-5,,,fabianofilho/awesome-medical-ai,source README
Hierarchically-Structured Open-Vocabulary Indoor Scene Synthesis,aaai,2025,2026-08-29,2026-07-03,Core Technology,3D & Spatial,Spatial Intelligence,https://ojs.aaai.org/index.php/AAAI/article/view/32874,,,Yimi81/awesome-spatial-reasoning-scene-generation,source README
Task-Adaptive Large Language Models to Generate Human-Persuasive Investment Reports,acl,2025,2026-08-29,2026-05-21,Cross-disciplinary Applications,Business & Finance,LLM for Finance,https://aclanthology.org/2025.finnlp-2.23.pdf,,,FrederickPi1969/awesome-llm-for-finance,source README
Quantifying Material Risks from Textual Disclosures in Financial Statements using Large Language Model Agents,www,2025,2026-08-29,2026-05-21,Cross-disciplinary Applications,Business & Finance,LLM for Finance,https://www.bis.org/ifc/publ/ifcb65_09_rh.pdf,,,FrederickPi1969/awesome-llm-for-finance,source README
"Vision-Language Modeling Meets Remote Sensing: Models, datasets, and perspectives",Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/mgrs.2025.3572702,,10.1109/mgrs.2025.3572702,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
VHM: Versatile and Honest Vision Language Model for Remote Sensing Image Analysis,AAAI,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://ojs.aaai.org/index.php/AAAI/article/view/32683,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
Towards the next generation of Geospatial Artificial Intelligence,www,2025,2026-08-29,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://www.sciencedirect.com/science/article/pii/S1569843225000159,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
SpectralEarth: Training Hyperspectral Foundation Models at Scale,Venue not specified,2025,2026-08-29,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/jstars.2025.3581451,,10.1109/jstars.2025.3581451,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README | Crossref
SkySense-O: Towards Open-World Remote Sensing Interpretation with Vision-Centric Visual-Language Modeling,CVPR,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models | CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_SkySense-O_Towards_Open-World_Remote_Sensing_Interpretation_with_Vision-Centric_Visual-Language_Modeling_CVPR_2025_paper.pdf,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models | 52CV/CVPR-2025-Papers,source README
SeaMo: A Multi-Seasonal and Multimodal Remote Sensing Foundation Model,www,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://www.sciencedirect.com/science/article/pii/S1566253525004075,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
SUMMIT: A SAR foundation model with multiple auxiliary tasks enhanced intrinsic characteristics,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1016/j.jag.2025.104624,,10.1016/j.jag.2025.104624,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
SARATR-X: Toward Building a Foundation Model for SAR Target Recognition,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://ieeexplore.ieee.org/abstract/document/10856784,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
RingMamba: Remote Sensing Multisensor Pretraining With Visual State Space Model,Venue not specified,2025,2026-08-29,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/tgrs.2025.3603998,,10.1109/tgrs.2025.3603998,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README | Crossref
RLita: A Region-Level Image-Text Alignment Method for Remote Sensing Foundation Model,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.3390/rs17101661,,10.3390/rs17101661,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
PhySwin: An Efficient and Physically-Informed Foundation Model for Multispectral Earth Observation,NeurIPS,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://openreview.net/forum?id=zrBucj9BwG,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
Pattern Integration and Enhancement Vision Transformer for Self-Supervised Learning in Remote Sensing,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/tgrs.2025.3541390,,10.1109/tgrs.2025.3541390,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
HyperSL: A Spectral Foundation Model for Hyperspectral Image Interpretation,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://ieeexplore.ieee.org/abstract/document/10981753,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
GeoMag: A Vision-Language Model for Pixel-level Fine-Grained Remote Sensing Image Parsing,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1145/3746027.3754559,,10.1145/3746027.3754559,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
EcoMapper: Generative Modeling for Climate-Aware Satellite Imagery,ICML,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://proceedings.mlr.press/v267/goktepe25a.html,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
DeepAndes: A Self-Supervised Vision Foundation Model for Multispectral Remote Sensing Imagery of the Andes,Venue not specified,2025,2026-08-29,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/jstars.2025.3619423,,10.1109/jstars.2025.3619423,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README | Crossref
DDFAV: Remote Sensing Large Vision Language Models Dataset and Evaluation Benchmark,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.3390/rs17040719,,10.3390/rs17040719,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
CtxMIM: Context-Enhanced Masked Image Modeling for Remote Sensing Image Understanding,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1145/3769084,,10.1145/3769084,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
AirSpatialBot: A Spatially Aware Aerial Agent for Fine-Grained Vehicle Attribute Recognition and Retrieval,Venue not specified,2025,2026-08-29,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/tgrs.2025.3570895,,10.1109/tgrs.2025.3570895,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README | Crossref
A2-MAE: A spatial-temporal-spectral unified remote sensing pre-training method based on anchor-aware masked autoencoder,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/tgrs.2025.3571123,,10.1109/tgrs.2025.3571123,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
A semantic-enhanced multi-modal remote sensing foundation model for Earth observation,www,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://www.nature.com/articles/s42256-025-01078-8,,,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
A Review of Challenges and Applications in Remote Sensing Foundation Models,Venue not specified,2025,2026-08-31,2026-05-07,Cross-disciplinary Applications,Environment & Earth Science,Remote Sensing Foundation Models,https://doi.org/10.1109/igarss55030.2025.11242732,,10.1109/igarss55030.2025.11242732,Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models,source README
MelodyEdit: Zero-shot Music Editing with Disentangled Inversion Control [2025,Venue not specified,2025,2026-08-31,2026-04-24,Core Technology,Audio & Speech,Music Generation,https://dl.acm.org/doi/10.1145/3746027.3755377,,,juhayna-zh/Awesome-Music-Generation-Papers,source README
DoD CIO AI Cybersecurity Risk Management Tailoring Guide (2025),Venue not specified,2025,2026-09-01,2026-04-12,Cross-disciplinary Applications,Security & Cybersecurity,AI Security,https://dodcio.defense.gov/Portals/0/Documents/Library/AI-CybersecurityRMTailoringGuide.pdf,,,8kSec/awesome-ai-security,source README
Responsible ML in Credit,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1007/s00521-025-11168-0,,10.1007/s00521-025-11168-0,linfei-mise/Awesome-AI-x-SS,source README
LLM Agents for Investment,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1145/3716661.3716676,,10.1145/3716661.3716676,linfei-mise/Awesome-AI-x-SS,source README
Hybrid Intelligence in Education,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1111/bjet.13504,,10.1111/bjet.13504,linfei-mise/Awesome-AI-x-SS,source README
GenAI in Higher Education,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1016/j.caeai.2025.100407,,10.1016/j.caeai.2025.100407,linfei-mise/Awesome-AI-x-SS,source README
GenAI in Creative Practices,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1007/s00146-025-02231-2,,10.1007/s00146-025-02231-2,linfei-mise/Awesome-AI-x-SS,source README
GenAI in Creative Contexts,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1007/s11301-025-00499-w,,10.1007/s11301-025-00499-w,linfei-mise/Awesome-AI-x-SS,source README
GenAI HE Policies (Global),Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1016/j.caeai.2025.100348,,10.1016/j.caeai.2025.100348,linfei-mise/Awesome-AI-x-SS,source README
Ethics of GenAI in Education,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1007/s44370-025-00031-y,,10.1007/s44370-025-00031-y,linfei-mise/Awesome-AI-x-SS,source README
Ethical Scenarios for AI in Ed,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1080/17439884.2025.2476217,,10.1080/17439884.2025.2476217,linfei-mise/Awesome-AI-x-SS,source README
Creative Agencies in AI Art,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1080/14626268.2025.2461345,,10.1080/14626268.2025.2461345,linfei-mise/Awesome-AI-x-SS,source README
Agency & Authorship in AI Art,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1016/j.ijhcs.2025.103652,,10.1016/j.ijhcs.2025.103652,linfei-mise/Awesome-AI-x-SS,source README
Abdurahman et al. (2025),Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1177/25152459251318413,,10.1177/25152459251318413,linfei-mise/Awesome-AI-x-SS,source README
AI in the Newsroom,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1080/1461670X.2025.2460137,,10.1080/1461670X.2025.2460137,linfei-mise/Awesome-AI-x-SS,source README
AI and Journalism Review,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1016/j.chbr.2025.100830,,10.1016/j.chbr.2025.100830,linfei-mise/Awesome-AI-x-SS,source README
AI and Art: Functions & Frictions,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.14361/zkmm-2025-0102,,10.14361/zkmm-2025-0102,linfei-mise/Awesome-AI-x-SS,source README
AI Policy in Higher Education,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1016/j.caeai.2025.100496,,10.1016/j.caeai.2025.100496,linfei-mise/Awesome-AI-x-SS,source README
AI Policies (5 Countries),Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1007/s44227-025-00049-2,,10.1007/s44227-025-00049-2,linfei-mise/Awesome-AI-x-SS,source README
AI Governance in Education,Venue not specified,2025,2026-08-31,2026-04-09,Cross-disciplinary Applications,Humanities & Social Science,AI x Social Sciences,https://doi.org/10.1080/17439884.2025.2474629,,10.1080/17439884.2025.2474629,linfei-mise/Awesome-AI-x-SS,source README
X-NeMo: Expressive Neural Motion Reenactment via Disentangled Latent Attention,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=ML8FH4s5Ts,,,wangkai930418/awesome-diffusion-categorized,source README
The Illusion of Unlearning: The Unstable Nature of Machine Unlearning in Text-to-Image Diffusion Models,CVPR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing | CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/papers/George_The_Illusion_of_Unlearning_The_Unstable_Nature_of_Machine_Unlearning_CVPR_2025_paper.pdf,,,wangkai930418/awesome-diffusion-categorized | 52CV/CVPR-2025-Papers,source README
InstantPortrait: One-Step Portrait Editing via Diffusion Multi-Objective Distillation,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=ZkFMe3OPfw,,,wangkai930418/awesome-diffusion-categorized,source README
Erasing Concept Combination from Text-to-Image Diffusion Model,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=OBjF5I4PWg,,,wangkai930418/awesome-diffusion-categorized,source README
Diffusion-NPO: Negative Preference Optimization for Better Preference Aligned Generation of Diffusion Models,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=iJi7nz5Cxc,,,wangkai930418/awesome-diffusion-categorized,source README
DiffPC: Diffusion-based High Perceptual Fidelity Image Compression with Semantic Refinement,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=RL7PycCtAO,,,wangkai930418/awesome-diffusion-categorized,source README
DSPO: Direct Score Preference Optimization for Diffusion Model Alignment,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=xyfb9HHvMe,,,wangkai930418/awesome-diffusion-categorized,source README
DREAMCLEAN: RESTORING CLEAN IMAGE USING DEEP DIFFUSION PRIOR,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=6ALuy19mPa,,,wangkai930418/awesome-diffusion-categorized,source README
Concept Pinpoint Eraser for Text-to-image Diffusion Models via Residual Attention Gate,ICLR 2025,2025,2026-08-31,2026-03-16,Core Technology,Image Generation,Diffusion / T2I / Editing,https://openreview.net/forum?id=ZRDhBwKs7l,,,wangkai930418/awesome-diffusion-categorized,source README
Review: SAM for Medical Imaging,Venue not specified,2025,2026-08-29,2025-11-10,Core Technology,Vision,Vision Foundation Models,https://pubmed.ncbi.nlm.nih.gov/39673905/,,,umitkacar/awesome-vision-models,source README
vesselFM: A Foundation Model for Universal 3D Blood Vessel Segmentation,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Wittmann_vesselFM_A_Foundation_Model_for_Universal_3D_Blood_Vessel_Segmentation_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
pFedMxF: Personalized Federated Class-Incremental Learning with Mixture of Frequency Aggregation,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_pFedMxF_Personalized_Federated_Class-Incremental_Learning_with_Mixture_of_Frequency_Aggregation_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
nnWNet: Rethinking the Use of Transformers in Biomedical Image Segmentation and Calling for a Unified Evaluation Benchmark,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Zhou_nnWNet_Rethinking_the_Use_of_Transformers_in_Biomedical_Image_Segmentation_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
iG-6DoF: Model-free 6DoF Pose Estimation for Unseen Object via Iterative 3D Gaussian Splatting,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Cao_iG-6DoF_Model-free_6DoF_Pose_Estimation_for_Unseen_Object_via_Iterative_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
g3D-LF: Generalizable 3D-Language Feature Fields for Embodied Tasks,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Wang_g3D-LF_Generalizable_3D-Language_Feature_Fields_for_Embodied_Tasks_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
dFLMoE: Decentralized Federated Learning via Mixture of Experts for Medical Data Analysis,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Xie_dFLMoE_Decentralized_Federated_Learning_via_Mixture_of_Experts_for_Medical_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
beta-FFT: Nonlinear Interpolation and Differentiated Training Strategies for Semi-Supervised Medical Image Segmentation,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Hu_beta-FFT_Nonlinear_Interpolation_and_Differentiated_Training_Strategies_for_Semi-Supervised_Medical_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
ZoomLDM: Latent Diffusion Model for Multi-scale Image Generation,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Yellapragada_ZoomLDM_Latent_Diffusion_Model_for_Multi-scale_Image_Generation_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
ZeroVO: Visual Odometry with Minimal Assumptions,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Lai_ZeroVO_Visual_Odometry_with_Minimal_Assumptions_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
Zero-shot RGB-D Point Cloud Registration with Pre-trained Large Vision Model,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Jiang_Zero-shot_RGB-D_Point_Cloud_Registration_with_Pre-trained_Large_Vision_Model_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
Zero-shot 3D Question Answering via Voxel-based Dynamic Token Compression,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Huang_Zero-shot_3D_Question_Answering_via_Voxel-based_Dynamic_Token_Compression_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
Zero-Shot Novel View and Depth Synthesis with Multi-View Geometric Diffusion,CVPR,2025,2026-08-31,2025-06-30,Core Technology,Vision,CVPR 2025 Proceedings,https://openaccess.thecvf.com/content/CVPR2025/html/Guizilini_Zero-Shot_Novel_View_and_Depth_Synthesis_with_Multi-View_Geometric_Diffusion_CVPR_2025_paper.html,,,52CV/CVPR-2025-Papers,source README
